Error loading layout at './core/test-layouts': Path './core/test-layouts' either doesn't exist or is not a directory
Error loading layout from './layouts/test': Is a directory (os error 21)
Error loading layout from './layouts/goalseed-gen': Is a directory (os error 21)
Error loading layout from './layouts/goalseed-best': Is a directory (os error 21)
Error loading layout from './layouts/long-run': Is a directory (os error 21)
> Basin hopping: swaps=4, initial_temp=1e11, cool=0.999, stale=50, from my-layout (2400s)
  (Ctrl+C to stop)

  iter 1 | restarts: 0 | current: -2.09T | best: -2.09T | 1.2/s | 0.8s   
  iter 2 | restarts: 0 | current: -1.22T | best: -2.09T | 0.5/s | 3.7s   
  iter 3 | restarts: 0 | current: -1.33T | best: -2.09T | 0.5/s | 6.1s   
  iter 5 | restarts: 0 | current: -1.41T | best: -1.32T | 0.7/s | 6.9s   
  iter 6 | restarts: 0 | current: -1.23T | best: -1.23T | 0.8/s | 7.4s   
  iter 7 | restarts: 0 | current: -12.6T | best: -1.23T | 0.8/s | 8.7s   
  iter 8 | restarts: 0 | current: -1.27T | best: -1.23T | 0.7/s | 11.0s   
  iter 10 | restarts: 0 | current: -7.28T | best: -1.21T | 0.8/s | 12.2s   
  iter 11 | restarts: 0 | current: -1.25T | best: -1.21T | 0.8/s | 14.2s   
  iter 12 | restarts: 0 | current: -2.77T | best: -1.21T | 0.8/s | 14.9s   
  iter 14 | restarts: 0 | current: -1.30T | best: -1.21T | 0.8/s | 17.3s   
  iter 16 | restarts: 0 | current: -2.13T | best: -1.21T | 0.9/s | 18.5s   
  iter 17 | restarts: 0 | current: -3.72T | best: -1.21T | 0.9/s | 19.3s   
  iter 18 | restarts: 0 | current: -1.25T | best: -1.21T | 0.8/s | 21.2s   
  iter 19 | restarts: 0 | current: -1.83T | best: -1.21T | 0.9/s | 22.1s   
  iter 20 | restarts: 0 | current: -1.22T | best: -1.21T | 0.8/s | 24.2s   
  iter 21 | restarts: 0 | current: -1.21T | best: -1.21T | 0.8/s | 27.3s   
  iter 22 | restarts: 0 | current: -3.87T | best: -1.21T | 0.8/s | 28.0s   
  iter 23 | restarts: 0 | current: -1.12T | best: -1.12T | 0.8/s | 30.3s   
  iter 26 | restarts: 0 | current: -6.23T | best: -1.11T | 0.8/s | 31.5s   
  iter 28 | restarts: 0 | current: -1.36T | best: -1.11T | 0.8/s | 33.8s   
  iter 30 | restarts: 0 | current: -2.15T | best: -1.11T | 0.9/s | 34.8s   
  iter 32 | restarts: 0 | current: -1.17T | best: -1.11T | 0.9/s | 37.0s   
  iter 33 | restarts: 0 | current: -1.21T | best: -1.11T | 0.9/s | 37.8s   
  iter 34 | restarts: 0 | current: -2.67T | best: -1.11T | 0.9/s | 38.6s   
  iter 36 | restarts: 0 | current: -4.21T | best: -1.11T | 0.9/s | 39.4s   
  iter 38 | restarts: 0 | current: -1.22T | best: -1.11T | 0.9/s | 40.8s   
  iter 39 | restarts: 0 | current: -5.45T | best: -1.11T | 0.9/s | 41.5s   
  iter 41 | restarts: 0 | current: -3.86T | best: -1.11T | 1.0/s | 42.4s   
  iter 43 | restarts: 0 | current: -1.24T | best: -1.11T | 1.0/s | 44.7s   
  iter 44 | restarts: 0 | current: -8.17T | best: -1.11T | 1.0/s | 45.4s   
  iter 47 | restarts: 0 | current: -3.48T | best: -1.11T | 1.0/s | 46.4s   
  iter 48 | restarts: 0 | current: -1.43T | best: -1.11T | 1.0/s | 48.5s   
  iter 49 | restarts: 0 | current: -3.01T | best: -1.11T | 1.0/s | 49.3s   
  iter 50 | restarts: 0 | current: -1.47T | best: -1.11T | 1.0/s | 51.3s   
  iter 51 | restarts: 0 | current: -8.55T | best: -1.11T | 1.0/s | 52.1s   
  iter 52 | restarts: 0 | current: -4.47T | best: -1.11T | 1.0/s | 52.8s   
  iter 55 | restarts: 0 | current: -1.18T | best: -1.11T | 1.0/s | 54.1s   
  iter 56 | restarts: 0 | current: -2.32T | best: -1.11T | 1.0/s | 54.9s   
  iter 57 | restarts: 0 | current: -1.22T | best: -1.11T | 1.0/s | 57.2s   
  iter 58 | restarts: 0 | current: -2.97T | best: -1.11T | 1.0/s | 57.9s   
  iter 59 | restarts: 0 | current: -3.04T | best: -1.11T | 1.0/s | 58.7s   
  iter 61 | restarts: 0 | current: -1.33T | best: -1.11T | 1.0/s | 60.5s   
  iter 63 | restarts: 0 | current: -1.84T | best: -1.11T | 1.0/s | 61.3s   
  iter 66 | restarts: 0 | current: -1.36T | best: -1.11T | 1.0/s | 63.7s   
  iter 67 | restarts: 0 | current: -2.64T | best: -1.11T | 1.0/s | 64.5s   
  iter 68 | restarts: 0 | current: -1.40T | best: -1.11T | 1.0/s | 67.1s   
  iter 71 | restarts: 0 | current: -1.27T | best: -1.11T | 1.0/s | 67.6s   
  iter 72 | restarts: 0 | current: -1.37T | best: -1.11T | 1.0/s | 70.4s   
  iter 74 | restarts: 0 | current: -1.30T | best: -1.11T | 1.0/s | 72.9s   
  iter 75 | restarts: 1 | current: -3.28T | best: -1.11T | 1.0/s | 73.6s   
  iter 77 | restarts: 1 | current: -1.15T | best: -1.11T | 1.0/s | 75.7s   
  iter 79 | restarts: 1 | current: -6.09T | best: -1.11T | 1.0/s | 76.7s   
  iter 81 | restarts: 1 | current: -1.21T | best: -1.11T | 1.0/s | 78.9s   
  iter 82 | restarts: 1 | current: -1.21T | best: -1.11T | 1.0/s | 79.6s   
  iter 83 | restarts: 1 | current: -2.66T | best: -1.11T | 1.0/s | 80.8s   
  iter 85 | restarts: 1 | current: -1.20T | best: -1.11T | 1.0/s | 82.6s   
  iter 86 | restarts: 1 | current: -3.98T | best: -1.11T | 1.0/s | 83.4s   
  iter 88 | restarts: 1 | current: -1.54T | best: -1.11T | 1.0/s | 85.3s   
  iter 90 | restarts: 1 | current: -5.62T | best: -1.11T | 1.0/s | 86.0s   
  iter 92 | restarts: 1 | current: -2.11T | best: -1.11T | 1.1/s | 87.1s   
  iter 94 | restarts: 1 | current: -1.51T | best: -1.11T | 1.0/s | 89.9s   
  iter 95 | restarts: 1 | current: -3.08T | best: -1.11T | 1.0/s | 90.8s   
  iter 96 | restarts: 1 | current: -2.29T | best: -1.11T | 1.0/s | 91.5s   
  iter 97 | restarts: 1 | current: -2.62T | best: -1.11T | 1.1/s | 92.3s   
  iter 99 | restarts: 1 | current: -1.37T | best: -1.11T | 1.0/s | 94.8s   
  iter 100 | restarts: 1 | current: -1.11T | best: -1.11T | 1.0/s | 95.4s   
  iter 101 | restarts: 1 | current: -6.06T | best: -1.11T | 1.1/s | 96.1s   
  iter 103 | restarts: 1 | current: -1.27T | best: -1.11T | 1.0/s | 98.5s   
  iter 104 | restarts: 1 | current: -1.23T | best: -1.11T | 1.0/s | 101.0s   
  iter 107 | restarts: 1 | current: -4.72T | best: -1.11T | 1.0/s | 102.0s   
  iter 109 | restarts: 1 | current: -1.23T | best: -1.11T | 1.0/s | 104.0s   
  iter 111 | restarts: 1 | current: -3.81T | best: -1.11T | 1.1/s | 104.8s   
  iter 113 | restarts: 1 | current: -1.22T | best: -1.11T | 1.0/s | 107.7s   
  iter 115 | restarts: 1 | current: -1.32T | best: -1.11T | 1.0/s | 110.9s   
  iter 116 | restarts: 1 | current: -1.29T | best: -1.11T | 1.0/s | 111.5s   
  iter 117 | restarts: 1 | current: -3.58T | best: -1.11T | 1.0/s | 112.3s   
  iter 118 | restarts: 1 | current: -1.51T | best: -1.11T | 1.0/s | 114.1s   
  iter 121 | restarts: 1 | current: -1.57T | best: -1.11T | 1.1/s | 114.7s   
  iter 123 | restarts: 1 | current: -3.37T | best: -1.11T | 1.1/s | 115.5s   
  iter 125 | restarts: 1 | current: -1.29T | best: -1.11T | 1.1/s | 117.6s   
  iter 126 | restarts: 2 | current: -2.01T | best: -1.11T | 1.1/s | 118.5s   
  iter 127 | restarts: 2 | current: -1.68T | best: -1.11T | 1.1/s | 119.4s   
  iter 128 | restarts: 2 | current: -1.13T | best: -1.11T | 1.1/s | 121.2s   
  iter 130 | restarts: 2 | current: -1.13T | best: -1.11T | 1.1/s | 122.0s   
  iter 132 | restarts: 2 | current: -1.48T | best: -1.11T | 1.1/s | 125.5s   
  iter 133 | restarts: 2 | current: -1.19T | best: -1.11T | 1.1/s | 126.3s   
  iter 134 | restarts: 2 | current: -1.29T | best: -1.11T | 1.0/s | 129.8s   
  iter 135 | restarts: 2 | current: -2.40T | best: -1.11T | 1.0/s | 130.5s   
  iter 136 | restarts: 2 | current: -6.70T | best: -1.11T | 1.0/s | 131.3s   
  iter 139 | restarts: 2 | current: -1.26T | best: -1.11T | 1.0/s | 133.3s   
  iter 140 | restarts: 2 | current: -1.66T | best: -1.11T | 1.0/s | 134.1s   
  iter 141 | restarts: 2 | current: -2.11T | best: -1.11T | 1.0/s | 135.0s   
  iter 145 | restarts: 2 | current: -2.23T | best: -1.11T | 1.1/s | 136.0s   
  iter 147 | restarts: 2 | current: -1.19T | best: -1.11T | 1.1/s | 138.1s   
  iter 148 | restarts: 2 | current: -1.88T | best: -1.11T | 1.1/s | 138.9s   
  iter 149 | restarts: 2 | current: -1.28T | best: -1.11T | 1.1/s | 141.1s   
  iter 150 | restarts: 2 | current: -2.25T | best: -1.11T | 1.1/s | 141.9s   
  iter 151 | restarts: 2 | current: -1.48T | best: -1.11T | 1.0/s | 143.8s   
  iter 152 | restarts: 2 | current: -8.24T | best: -1.11T | 1.1/s | 144.6s   
  iter 155 | restarts: 2 | current: -1.74T | best: -1.11T | 1.1/s | 145.5s   
  iter 156 | restarts: 2 | current: -2.47T | best: -1.11T | 1.1/s | 146.3s   
  iter 157 | restarts: 2 | current: -1.20T | best: -1.11T | 1.1/s | 148.9s   
  iter 158 | restarts: 2 | current: -1.35T | best: -1.11T | 1.0/s | 151.3s   
  iter 160 | restarts: 2 | current: -2.22T | best: -1.11T | 1.1/s | 152.2s   
  iter 161 | restarts: 2 | current: -2.84T | best: -1.11T | 1.1/s | 153.0s   
  iter 162 | restarts: 2 | current: -1.26T | best: -1.11T | 1.0/s | 154.8s   
  iter 163 | restarts: 2 | current: -1.10T | best: -1.10T | 1.0/s | 155.6s   
  iter 164 | restarts: 2 | current: -1.19T | best: -1.10T | 1.0/s | 156.4s   
  iter 166 | restarts: 2 | current: -1.21T | best: -1.10T | 1.1/s | 157.0s   
  iter 167 | restarts: 2 | current: -2.27T | best: -1.10T | 1.1/s | 157.7s   
  iter 168 | restarts: 2 | current: -1.17T | best: -1.10T | 1.0/s | 160.5s   
  iter 169 | restarts: 2 | current: -1.86T | best: -1.10T | 1.0/s | 161.2s   
  iter 170 | restarts: 2 | current: -1.29T | best: -1.10T | 1.0/s | 163.3s   
  iter 171 | restarts: 2 | current: -2.55T | best: -1.10T | 1.0/s | 164.1s   
  iter 172 | restarts: 2 | current: -1.45T | best: -1.10T | 1.0/s | 166.0s   
  iter 174 | restarts: 2 | current: -1.42T | best: -1.10T | 1.0/s | 169.1s   
  iter 175 | restarts: 2 | current: -1.21T | best: -1.10T | 1.0/s | 172.0s   
  iter 176 | restarts: 2 | current: -1.28T | best: -1.10T | 1.0/s | 175.0s   
  iter 177 | restarts: 2 | current: -4.39T | best: -1.10T | 1.0/s | 175.7s   
  iter 178 | restarts: 2 | current: -1.29T | best: -1.10T | 1.0/s | 178.0s   
  iter 181 | restarts: 2 | current: -1.65T | best: -1.10T | 1.0/s | 180.9s   
  iter 183 | restarts: 2 | current: -1.51T | best: -1.10T | 1.0/s | 181.5s   
  iter 184 | restarts: 2 | current: -1.30T | best: -1.10T | 1.0/s | 184.4s   
  iter 186 | restarts: 2 | current: -6.80T | best: -1.10T | 1.0/s | 185.2s   
  iter 188 | restarts: 2 | current: -1.24T | best: -1.10T | 1.0/s | 187.3s   
  iter 189 | restarts: 2 | current: -1.78T | best: -1.10T | 1.0/s | 188.2s   
  iter 190 | restarts: 2 | current: -3.93T | best: -1.10T | 1.0/s | 188.9s   
  iter 192 | restarts: 2 | current: -1.07T | best: -1.07T | 1.0/s | 191.1s   
  iter 193 | restarts: 2 | current: -2.25T | best: -1.07T | 1.0/s | 191.9s   
  iter 194 | restarts: 2 | current: -1.16T | best: -1.07T | 1.0/s | 193.9s   
  iter 195 | restarts: 2 | current: -1.97T | best: -1.07T | 1.0/s | 194.6s   
  iter 196 | restarts: 2 | current: -5.08T | best: -1.07T | 1.0/s | 195.4s   
  iter 199 | restarts: 2 | current: -1.37T | best: -1.07T | 1.0/s | 197.3s   
  iter 200 | restarts: 2 | current: -1.22T | best: -1.07T | 1.0/s | 199.9s   
  iter 201 | restarts: 2 | current: -3.92T | best: -1.07T | 1.0/s | 200.6s   
  iter 203 | restarts: 2 | current: -1.32T | best: -1.07T | 1.0/s | 202.3s   
  iter 204 | restarts: 2 | current: -1.20T | best: -1.07T | 1.0/s | 205.0s   
  iter 206 | restarts: 2 | current: -3.09T | best: -1.07T | 1.0/s | 206.5s   
  iter 209 | restarts: 2 | current: -6.98T | best: -1.07T | 1.0/s | 207.4s   
  iter 210 | restarts: 2 | current: -1.38T | best: -1.07T | 1.0/s | 210.1s   
  iter 211 | restarts: 2 | current: -5.54T | best: -1.07T | 1.0/s | 210.8s   
  iter 212 | restarts: 2 | current: -1.44T | best: -1.07T | 1.0/s | 212.8s   
  iter 213 | restarts: 2 | current: -4.67T | best: -1.07T | 1.0/s | 213.6s   
  iter 215 | restarts: 2 | current: -3.83T | best: -1.07T | 1.0/s | 214.6s   
  iter 217 | restarts: 2 | current: -1.52T | best: -1.07T | 1.0/s | 216.9s   
  iter 219 | restarts: 2 | current: -1.35T | best: -1.07T | 1.0/s | 218.0s   
  iter 220 | restarts: 2 | current: -2.47T | best: -1.07T | 1.0/s | 218.8s   
  iter 222 | restarts: 2 | current: -1.20T | best: -1.07T | 1.0/s | 220.7s   
  iter 224 | restarts: 2 | current: -1.59T | best: -1.07T | 1.0/s | 223.6s   
  iter 226 | restarts: 2 | current: -1.54T | best: -1.07T | 1.0/s | 224.6s   
  iter 227 | restarts: 2 | current: -3.03T | best: -1.07T | 1.0/s | 225.3s   
  iter 228 | restarts: 2 | current: -2.19T | best: -1.07T | 1.0/s | 226.1s   
  iter 229 | restarts: 2 | current: -1.29T | best: -1.07T | 1.0/s | 228.0s   
  iter 231 | restarts: 2 | current: -9.79T | best: -1.07T | 1.0/s | 229.0s   
  iter 233 | restarts: 2 | current: -1.64T | best: -1.07T | 1.0/s | 231.1s   
  iter 235 | restarts: 2 | current: -4.81T | best: -1.07T | 1.0/s | 232.3s   
  iter 237 | restarts: 2 | current: -1.34T | best: -1.07T | 1.0/s | 234.1s   
  iter 238 | restarts: 2 | current: -1.35T | best: -1.07T | 1.0/s | 234.8s   
  iter 240 | restarts: 2 | current: -5.83T | best: -1.07T | 1.0/s | 236.4s   
  iter 243 | restarts: 3 | current: -1.23T | best: -1.07T | 1.0/s | 240.2s   
  iter 244 | restarts: 3 | current: -3.94T | best: -1.07T | 1.0/s | 241.0s   
  iter 245 | restarts: 3 | current: -2.82T | best: -1.07T | 1.0/s | 241.8s   
  iter 248 | restarts: 3 | current: -1.34T | best: -1.07T | 1.0/s | 243.8s   
  iter 250 | restarts: 3 | current: -1.14T | best: -1.07T | 1.0/s | 244.7s   
  iter 251 | restarts: 3 | current: -1.30T | best: -1.07T | 1.0/s | 247.4s   
  iter 252 | restarts: 3 | current: -2.08T | best: -1.07T | 1.0/s | 248.5s   
  iter 254 | restarts: 3 | current: -1.24T | best: -1.07T | 1.0/s | 250.7s   
  iter 255 | restarts: 3 | current: -2.54T | best: -1.07T | 1.0/s | 251.5s   
  iter 256 | restarts: 3 | current: -1.30T | best: -1.07T | 1.0/s | 253.7s   
  iter 257 | restarts: 3 | current: -3.16T | best: -1.07T | 1.0/s | 254.5s   
  iter 260 | restarts: 3 | current: -1.17T | best: -1.07T | 1.0/s | 257.4s   
  iter 261 | restarts: 3 | current: -5.50T | best: -1.07T | 1.0/s | 258.1s   
  iter 263 | restarts: 3 | current: -1.38T | best: -1.07T | 1.0/s | 259.3s   
  iter 264 | restarts: 3 | current: -2.16T | best: -1.07T | 1.0/s | 260.1s   
  iter 266 | restarts: 3 | current: -1.24T | best: -1.07T | 1.0/s | 262.3s   
  iter 267 | restarts: 3 | current: -1.17T | best: -1.07T | 1.0/s | 263.2s   
  iter 268 | restarts: 3 | current: -2.83T | best: -1.07T | 1.0/s | 263.9s   
  iter 270 | restarts: 3 | current: -1.21T | best: -1.07T | 1.0/s | 266.9s   
  iter 271 | restarts: 3 | current: -3.20T | best: -1.07T | 1.0/s | 267.6s   
  iter 272 | restarts: 3 | current: -1.34T | best: -1.07T | 1.0/s | 270.5s   
  iter 273 | restarts: 3 | current: -1.20T | best: -1.07T | 1.0/s | 273.4s   
  iter 275 | restarts: 3 | current: -9.89T | best: -1.07T | 1.0/s | 274.2s   
  iter 276 | restarts: 3 | current: -1.38T | best: -1.07T | 1.0/s | 276.6s   
  iter 277 | restarts: 3 | current: -2.06T | best: -1.07T | 1.0/s | 277.4s   
  iter 278 | restarts: 3 | current: -2.82T | best: -1.07T | 1.0/s | 278.1s   
  iter 281 | restarts: 3 | current: -1.22T | best: -1.07T | 1.0/s | 280.8s   
  iter 283 | restarts: 3 | current: -1.24T | best: -1.07T | 1.0/s | 281.3s   
  iter 286 | restarts: 3 | current: -3.08T | best: -1.07T | 1.0/s | 282.5s   
  iter 287 | restarts: 3 | current: -1.28T | best: -1.07T | 1.0/s | 284.8s   
  iter 288 | restarts: 3 | current: -2.53T | best: -1.07T | 1.0/s | 285.6s   
  iter 289 | restarts: 3 | current: -2.63T | best: -1.07T | 1.0/s | 286.3s   
  iter 291 | restarts: 3 | current: -1.18T | best: -1.07T | 1.0/s | 288.3s   
  iter 292 | restarts: 3 | current: -2.61T | best: -1.07T | 1.0/s | 289.1s   
  iter 293 | restarts: 3 | current: -5.14T | best: -1.07T | 1.0/s | 289.9s   
  iter 294 | restarts: 4 | current: -8.59T | best: -1.07T | 1.0/s | 290.6s   
  iter 296 | restarts: 4 | current: -1.26T | best: -1.07T | 1.0/s | 293.1s   
  iter 297 | restarts: 4 | current: -1.50T | best: -1.07T | 1.0/s | 295.8s   
  iter 298 | restarts: 4 | current: -1.40T | best: -1.07T | 1.0/s | 298.7s   
  iter 299 | restarts: 4 | current: -1.36T | best: -1.07T | 1.0/s | 302.4s   
  iter 301 | restarts: 4 | current: -1.29T | best: -1.07T | 1.0/s | 305.5s   
  iter 303 | restarts: 4 | current: -1.24T | best: -1.07T | 1.0/s | 306.3s   
  iter 306 | restarts: 4 | current: -5.45T | best: -1.07T | 1.0/s | 307.4s   
  iter 307 | restarts: 4 | current: -1.09T | best: -1.07T | 1.0/s | 309.7s   
  iter 308 | restarts: 4 | current: -3.63T | best: -1.07T | 1.0/s | 310.5s   
